ASVid	its-01_F_filt.fastq.gz	its-10_F_filt.fastq.gz	its-11_F_filt.fastq.gz	its-12_F_filt.fastq.gz	its-13_F_filt.fastq.gz	its-14_F_filt.fastq.gz	its-15_F_filt.fastq.gz	its-16_F_filt.fastq.gz	its-17_F_filt.fastq.gz	its-18_F_filt.fastq.gz	its-19_F_filt.fastq.gz	its-02_F_filt.fastq.gz	its-20_F_filt.fastq.gz	its-21_F_filt.fastq.gz	its-22_F_filt.fastq.gz	its-23_F_filt.fastq.gz	its-24_F_filt.fastq.gz	its-25_F_filt.fastq.gz	its-26_F_filt.fastq.gz	its-27_F_filt.fastq.gz	its-28_F_filt.fastq.gz	its-29_F_filt.fastq.gz	its-03_F_filt.fastq.gz	its-30_F_filt.fastq.gz	its-31_F_filt.fastq.gz	its-32_F_filt.fastq.gz	its-33_F_filt.fastq.gz	its-34_F_filt.fastq.gz	its-35_F_filt.fastq.gz	its-36_F_filt.fastq.gz	its-37_F_filt.fastq.gz	its-38_F_filt.fastq.gz	its-39_F_filt.fastq.gz	its-04_F_filt.fastq.gz	its-40_F_filt.fastq.gz	its-41_F_filt.fastq.gz	its-42_F_filt.fastq.gz	its-43_F_filt.fastq.gz	its-44_F_filt.fastq.gz	its-45_F_filt.fastq.gz	its-46_F_filt.fastq.gz	its-47_F_filt.fastq.gz	its-48_F_filt.fastq.gz	its-05_F_filt.fastq.gz	its-06_F_filt.fastq.gz	its-07_F_filt.fastq.gz	its-08_F_filt.fastq.gz	its-09_F_filt.fastq.gz	its-negC_F_filt.fastq.gz	its-posC_F_filt.fastq.gz	ASVid	similarity	query_length	taxonomy
c4235a69be34dd572cd007380bca40e6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c4235a69be34dd572cd007380bca40e6	99.301	143	"Papiliotrema_laurentii|AY591353|SH0960124.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_laurentii"
65f809188f3ab6df7f6a4200beacb42a	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65f809188f3ab6df7f6a4200beacb42a	99.187	246	"Hyalorbilia_sp|UDB03440346|SH1216188.09FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;s__Hyalorbilia_sp"
55d8040d905662b5c8a44f1b95b7f3c2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55d8040d905662b5c8a44f1b95b7f3c2	98.851	261	"Entoloma_sp|UDB05330146|SH1260642.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sp"
a49288fae51b2cf39c1428a885f22e8e	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a49288fae51b2cf39c1428a885f22e8e	89.297	327	"Thaumatomonas_sp|UDB05488907|SH1073805.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__Thaumatomonas_sp"
55040f07f53b471abca4fde23ce2728d	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55040f07f53b471abca4fde23ce2728d	83.256	215	"Eukaryota_sp|UDB0139062|SH1223757.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
9c18585b59f9308d77d8c68f4d14c57b	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9c18585b59f9308d77d8c68f4d14c57b	100	49	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
979a71758df46462ae29b83e27fb3b10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979a71758df46462ae29b83e27fb3b10	83.636	165	"Lobulomycetales_sp|UDB0362974|SH0933192.09FU|reps|k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;f__Lobulomycetales_fam_Incertae_sedis;g__Lobulomycetales_gen_Incertae_sedis;s__Lobulomycetales_sp"
e652ee958966577474822e910b7d8d2f	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	e652ee958966577474822e910b7d8d2f	98.81	168	"Brunneomyces_brunnescens|LN810520|SH0909374.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Brunneomyces;s__Brunneomyces_brunnescens"
6933c8dd55b3ddfcece5c281f827e381	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6933c8dd55b3ddfcece5c281f827e381	91.711	374	"Coemansia_sp|UDB03961683|SH1204169.09FU|reps|k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales;f__Kickxellaceae;g__Coemansia;s__Coemansia_sp"
8956f997e326bfb700e42b201287a785	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8956f997e326bfb700e42b201287a785	98.765	162	"Graphium_basitruncatum|AB038427|SH0987500.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Graphiaceae;g__Graphium;s__Graphium_basitruncatum"
cd51c9ba3fa9eadb23286e2eddc5d41b	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cd51c9ba3fa9eadb23286e2eddc5d41b	98.333	240	"Pezizaceae_sp|UDB04320357|SH0929068.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Pezizaceae_gen_Incertae_sedis;s__Pezizaceae_sp"
658ac5d1d77d1528ce8daf7be5d352f3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658ac5d1d77d1528ce8daf7be5d352f3	98.864	176	"Mortierellales_sp|UDB04950611|SH1252051.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellales_fam_Incertae_sedis;g__Mortierellales_gen_Incertae_sedis;s__Mortierellales_sp"
4f21e6c3919b6e7d408837e31d371a64	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4f21e6c3919b6e7d408837e31d371a64	99.526	211	"Phaeosphaeriaceae_sp|UDB04493160|SH1090915.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeriaceae_gen_Incertae_sedis;s__Phaeosphaeriaceae_sp"
6558011d238feb9aac90688f7dc2c40e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6558011d238feb9aac90688f7dc2c40e	99.265	136	"Cryptococcus_festucosus|KY102693|SH2637952.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus_festucosus"
7579d649674f5d55adcd756c9fb28a61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7579d649674f5d55adcd756c9fb28a61	98.953	191	"Nectriopsis_epimycota|UDB01944055|SH1291720.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriopsis;s__Nectriopsis_epimycota"
f4aca4648453177f6ddbf0cfc44056fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f4aca4648453177f6ddbf0cfc44056fd	96.825	189	"Betamyces_sp|UDB01509828|SH0903505.09FU|reps|k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Alphamycetaceae;g__Betamyces;s__Betamyces_sp"
59f54f64b08574e227da309e4cfbb1ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59f54f64b08574e227da309e4cfbb1ec	99.07	215	"Rozellomycota_sp|UDB06736157|SH1071459.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
1b25248b0d621d3088bf73d77164bbc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1b25248b0d621d3088bf73d77164bbc6	96.218	238	"Cercozoa_sp|UDB01717140|SH1129300.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
4425c22cf58c4e46393b5607a9c23a75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4425c22cf58c4e46393b5607a9c23a75	99.602	251	"Mucor_circinelloides|AY243943|SH1055162.09FU|refs|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_circinelloides"
41b6b58bf7ec00a7ea6258b282faea04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41b6b58bf7ec00a7ea6258b282faea04	93.519	216	"Saccharomycetales_sp|UDB06308772|SH1076177.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Saccharomycetales_gen_Incertae_sedis;s__Saccharomycetales_sp"
70e99fd5e1309d68a716d417435f64ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70e99fd5e1309d68a716d417435f64ec	98.423	444	"Fungi_sp|UDB0750828|SH1182396.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
725e1d00b608588a9f431a3c3577c39f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725e1d00b608588a9f431a3c3577c39f	81.068	206	"Fungi_sp|UDB0234416|SH1189394.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
725e1d00b608588a9f431a3c3577c39f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725e1d00b608588a9f431a3c3577c39f	93.878	49	"Fungi_sp|UDB0234416|SH1189394.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
281c0e62fde125feb92608e7157cfb95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281c0e62fde125feb92608e7157cfb95	97.826	46	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
915d7421fc2fcd6c1ec4e7abfc640c8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	915d7421fc2fcd6c1ec4e7abfc640c8b	93.662	284	"Solanaceae_sp|AJ300201|SH1038073.09FU|reps|k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Solanales;f__Solanaceae;g__Solanaceae_gen_Incertae_sedis;s__Solanaceae_sp"
cf08366ae2fa999ca307ace403746297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cf08366ae2fa999ca307ace403746297	99.306	144	"Funneliformis_caledonium|UDB02179294|SH1274861.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_caledonium"
142430f23ad4c06a0a53dfda1674dafe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142430f23ad4c06a0a53dfda1674dafe	100	47	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
08fc3c6cab026860d9ed368508f0122e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08fc3c6cab026860d9ed368508f0122e	99.502	201	"Malassezia_sympodialis|AY743632|SH1104334.09FU|refs|k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_sympodialis"
865156d09165e5e4e538de2c1c377001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865156d09165e5e4e538de2c1c377001	99.5	200	"Ascodesmis_sp|UDB01337905|SH0935951.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascodesmidaceae;g__Ascodesmis;s__Ascodesmis_sp"
ede3c0246e3401448afbb1a587ced6fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ede3c0246e3401448afbb1a587ced6fb	98.635	293	"Cercozoa_sp|UDB01717796|SH1164151.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
3e0541604a6f5031fe1f8ef2c29b7191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3e0541604a6f5031fe1f8ef2c29b7191	98.404	188	"Aspergillus_collinsii|KT698845|SH0942115.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_collinsii"
5a07bf9061de5a451469cd64cbba779f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5a07bf9061de5a451469cd64cbba779f	95.322	171	"Verticillium_dahliae|EF377335|SH1322720.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;s__Verticillium_dahliae"
814d6c95ce19495c526d71bfef737c77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814d6c95ce19495c526d71bfef737c77	99.123	228	"Corticiaceae_sp|UDB03082532|SH1219905.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Corticiaceae_gen_Incertae_sedis;s__Corticiaceae_sp"
329a1c0ae0da5c1a22ddb57e59da4484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329a1c0ae0da5c1a22ddb57e59da4484	99.507	203	"Acaulium_retardatum|MH861544|SH0902179.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Acaulium;s__Acaulium_retardatum"
5c98fa0931ba7a2ef1eb4a28800535f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5c98fa0931ba7a2ef1eb4a28800535f1	85.632	174	"Ascomycota_sp|UDB014814|SH0937096.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
5f21d68d6e1fa77d9386075fcae86729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5f21d68d6e1fa77d9386075fcae86729	100	248	"Eukaryota_sp|UDB0455682|SH1129383.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
535601946e481307f0be69f9da9656de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535601946e481307f0be69f9da9656de	97.382	191	"Poaceascoma_sp|UDB05088859|SH0972480.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__Poaceascoma_sp"
efa75a98e609805316a78bca21d044f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	efa75a98e609805316a78bca21d044f3	99.127	229	"Polyporaceae_sp|AB070876|SH1248739.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Polyporaceae_gen_Incertae_sedis;s__Polyporaceae_sp"
da923e7927bc71c35b4fa4df1b24f1f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	da923e7927bc71c35b4fa4df1b24f1f6	97.49	239	"Bjerkandera_minispora|MW507115|SH3571269.09FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Bjerkandera;s__Bjerkandera_minispora"
d42dd88523141e9c964ebf9ef39ab591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d42dd88523141e9c964ebf9ef39ab591	100	230	"Sistotremastrum_guttuliferum|JX310445|SH0893878.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sistotremastrales;f__Sistotremastraceae;g__Sistotremastrum;s__Sistotremastrum_guttuliferum"
2491375c81effdc445e4c9e0008d7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2491375c81effdc445e4c9e0008d7214	100	162	"Uzbekistanica_vitis-viniferae|MT223867|SH0985674.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Uzbekistanica;s__Uzbekistanica_vitis-viniferae"
fb8da7e9a360defb10b3a358832cf28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fb8da7e9a360defb10b3a358832cf28c	98.885	269	"Armillaria_borealis|MH861561|SH1057489.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria_borealis"
66c8a5fa7f2f8f9d0a97e87e1e1679b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66c8a5fa7f2f8f9d0a97e87e1e1679b3	99.087	219	"Coriolopsis_gallica|KC867379|SH1249067.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Coriolopsis;s__Coriolopsis_gallica"
f3faaa8b07276d7029a6c4ea9d85f0ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f3faaa8b07276d7029a6c4ea9d85f0ce	98.729	236	"Castanedomyces_australiensis|AJ131785|SH1305396.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Castanedomyces;s__Castanedomyces_australiensis"
4b0d00fbb9ad2a48b8d6c23421b03037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4b0d00fbb9ad2a48b8d6c23421b03037	100	192	"Ascomycota_sp|UDB01745163|SH0881568.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
34a1e4a37cabc892f995e7d896e8a363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34a1e4a37cabc892f995e7d896e8a363	99.558	226	"Exophiala_radicis|KT099204|SH3152738.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_radicis"
43bfe44ee44a70c12c31ab2d5127a749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43bfe44ee44a70c12c31ab2d5127a749	100	168	"Sordariales_sp|UDB07329335|SH1029004.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp"
860d9525be3032dc41d996c6d126e05a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860d9525be3032dc41d996c6d126e05a	99.288	281	"Pleurotus_ostreatus|AY450345|SH1290408.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus;s__Pleurotus_ostreatus"
d21585c4962a365e25b0e7439eb68545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d21585c4962a365e25b0e7439eb68545	98	50	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
